x,y,z
0.018376086048517315,-0.31469299755846936,0.17730787479368448
-42.18221120003565,-42.33520241152248,-1.116010343781738
0.14546504914429514,-0.12681148022955824,0.052343435152590906
0.10522906028871715,-0.13272602082957935,0.08415492832688959
-41.67561176543529,-46.08627687032066,0.7126615417911446
-46.428813513285654,-42.15101769589653,-0.13652228133084027
0.11251002885918121,-0.16130875715437892,0.10512594133723607
0.04168462373478038,-0.1952022000853481,0.11081440825242653
-40.686526538982086,-49.66651531054147,1.1643802826660903
-18.513321339458173,-18.675925722896196,0.2289446581326889
0.043175555332259585,-0.23692202556675196,0.1202733736323261
-16.373969830274415,-15.027245955451068,-1.7873768423377354
-41.71113804480062,-46.035991741877815,2.1689331781685404
-49.86341896190524,-45.16573267672359,1.4176437778913904
-14.772255943000733,-16.53884296819617,-1.2091358438168855
-15.49054610185882,-15.694420728807074,-1.4867438522066365
-39.35445438661921,-47.94092214839488,2.586600925543232
-32.96567399960661,-32.99599807462547,1.3598863651252524
-20.875546228004943,-19.05883027608948,-1.3026284153074044
-18.983624629868576,-21.05499862039668,2.1063282590001817
-37.7301537059524,-37.68400364573776,2.7802560336896636
-18.167142284488225,-20.235035059421477,-0.8722300989480027
-15.776100266413398,-15.944335444963519,-0.8457443807358465
-20.06231806953902,-22.16508759170221,4.173241378191609
-22.06536130358865,-22.08445705798864,3.0111723267506805
-37.13378883960683,-33.674513326939994,-1.252594937782405
-19.862859519613696,-21.810701890570357,8.487946051942858
-22.792196095783417,-22.69938069531983,6.39055963701672
-18.11288805867665,-20.12898075553836,-0.22605739048836593
-0.021821383986953047,-0.35930804796797955,0.17677391348368432
-19.189892388728374,-19.251422732314712,-0.41549286137074787
0.09840252293847684,-0.13700125521968676,0.08261052395668217
-43.274594679831786,-47.507836268662885,0.7264171926373033
-46.58987894391317,-42.014010429922195,-0.14075229663282834
0.11387834525978424,-0.15719917595191152,0.1056745962712944
0.051467891613612204,-0.18250806577294137,0.11267552861368078
-39.5494733464723,-47.944322347823565,1.1292420022405094
-18.562132587629772,-18.59268758413378,0.22711353121925032
0.04691437273642335,-0.2295550748770891,0.12102184754659537
-16.44772309316085,-14.986979801914286,-1.7913431963630775
-41.87517910178482,-45.89151995924371,2.164957076492681
-46.753547608516485,-42.062754908163434,1.333414455372211
-14.817124631170795,-16.470788025065374,-1.2093922116389277
-15.548820942489883,-15.64699407096673,-1.4887668926496556
-39.51665561730761,-47.81176434737168,2.582952100023515
-33.08996362527379,-32.89904373785018,1.3573884656444906
-20.909941047111257,-18.954833310275966,-1.3023144765524493
-18.955224931323755,-20.87543709061258,2.094331759689493
-37.92786202805389,-37.61504253435077,2.7810825076236463
-18.29781571426405,-20.234659186851044,-0.8774017368148024
-15.8295439370822,-15.884705364422606,-0.8470977586783133
-20.24553501658338,-22.207067576360245,4.191550846263715
-20.591511900132137,-20.486877358763252,2.815658025557684
-20.72228755717205,-18.749025693371653,-0.6254496432308965
-20.63145546855563,-22.492012908634525,8.768927581097362
-22.079547817165384,-21.84968181239652,6.178695684598386
-18.49143622686273,-20.40596303164395,-0.2346285611210353
-0.08272859951130868,-0.4283075458539456,0.17597226759004495
0.13524139393119844,-0.133154977214141,0.0491439606413121
0.0971877137525512,-0.13577010513217502,0.08257734497936897
-43.495038534234645,-47.43018654074677,0.7231480266723898
-46.76389298516242,-41.87345797168116,-0.14524828381453558
0.11252750536951472,-0.15595753795369816,0.10564010652510616
0.052855072117579116,-0.17825850143229616,0.11311183558681037
-39.71998948512351,-47.80746191720896,1.1252867759910614
-44.41338258741624,-43.87084578535596,0.2826568534566624
0.04808448581273961,-0.22522337404022774,0.12137812321870009
-16.474196599794478,-14.909514891426097,-1.7900474632289567
-43.4770104606381,-47.318825895049244,2.228498550910067
-19.225215612588872,-17.289437291969108,0.6596635120926098
-14.869623456030041,-16.417042303959477,-1.2105571437083784
-15.61540170790547,-15.602145997853803,-1.4914603402550206
-39.68424047920282,-47.6719939852577,2.5789426390435626
-33.22829566539269,-32.80416161009698,1.35502430793213
-20.8961563666498,-18.80830567769121,-1.2986875111386815
-129.87577412318944,-140.4226173764599,12.948002234014659
-38.19122244666389,-37.609449668002235,2.786314525030051
-18.369059586116315,-20.169011047738103,-0.8792238295516761
-15.857108488789308,-15.799707967018433,-0.8468339328123635
-38.25358689699979,-37.59775171144458,5.00334268240774
-20.779384112408092,-18.666958637795453,-0.627047087907332
-20.59798285196888,-22.29739948323871,8.721000588691071
-22.56536880435501,-22.168290120026224,6.284792079102637
-18.51171336694805,-20.28387692759958,-0.2353307848586197
-0.08514370889581963,-0.42628364259779494,0.17591430429166202
0.13391528653369494,-0.13192799511175352,0.049109949886845694
0.10425141235724666,-0.12614179416453802,0.08480727277070689
-43.674899050958,-47.27462773746076,0.7187400954394336
-19.2931298003849,-17.25499887505468,0.04423743021644744
0.11111401638562568,-0.15464891179378154,0.1056038396978951
0.04575884102540312,-0.18236483012573868,0.112120940803063
-41.30480088431989,-49.34922403855477,1.1542164328289262
-19.11683695160597,-18.872784887075404,0.224422092634593
0.03018920234420097,-0.2412012251877217,0.1189624923701504
